iter	Passed	Remaining
266	4648	12762
267	4665	12742
268	4679	12716
269	4693	12690
270	4713	12679
271	4725	12647
272	4746	12640
273	4759	12611
274	4770	12575
275	4785	12552
276	4796	12520
277	4815	12506
278	4830	12483
279	4842	12451
280	4855	12423
281	4871	12404
282	4878	12360
283	4895	12341
284	4904	12303
285	4917	12276
286	4938	12268
287	4969	12286
288	4983	12259
289	4997	12236
290	5010	12208
291	5032	12202
292	5055	12197
293	5073	12182
294	5089	12163
295	5099	12129
296	5129	12142
297	5142	12114
298	5153	12083
299	5166	12055
300	5183	12038
301	5194	12005
302	5208	11980
303	5223	11958
304	5229	11917
305	5245	11896
306	5259	11871
307	5275	11853
308	5289	11829
309	5302	11802
310	5316	11777
311	5335	11765
312	5356	11756
313	5372	11737
314	5387	11715
315	5405	11700
316	5416	11669
317	5426	11636
318	5437	11608
319	5444	11570
320	5456	11541
321	5470	11517
322	5483	11493
323	5494	11464
324	5513	11451
325	5522	11417
326	5533	11389
327	5547	11365
328	5562	11344
329	5569	11307
330	5577	11273
331	5590	11249
332	5607	11231
333	5621	11208
334	5644	11204
335	5656	11178
336	5671	11158
337	5687	11140
338	5702	11118
339	5708	11080
340	5729	11072
341	5751	11065
342	5767	11047
343	5778	11019
344	5794	11001
345	5806	10975
346	5816	10945
347	5832	10927
348	5843	10899
349	5852	10868
350	5871	10856
351	5891	10846
352	5906	10825
353	5923	10809
354	5932	10779
355	5945	10756
356	5954	10725
357	5969	10705
358	5980	10678
359	5989	10648
360	6000	10620
361	6009	10591
362	6027	10576
363	6041	10556
364	6060	10543
365	6078	10529
366	6099	10520
367	6107	10489
368	6122	10469
369	6135	10447
370	6152	10431
371	6161	10401
372	6172	10375
373	6191	10363
374	6199	10333
375	6212	10309
376	6236	10306
377	6250	10285
378	6263	10262
379	6272	10234
380	6290	10219
381	6304	10200
382	6313	10171
383	6331	10156
384	6341	10129
385	6348	10098
386	6370	10090
387	6388	10076
388	6404	10059
389	6419	10041
390	6437	10026
391	6453	10009
392	6473	9998
393	6486	9976
394	6508	9968
395	6526	9954
396	6546	9942
397	6556	9916
398	6567	9892
399	6580	9870
400	6604	9865
401	6613	9838
402	6630	9822
403	6652	9813
404	6666	9794
405	6682	9777
406	6696	9757
407	6713	9740
408	6726	9720
409	6739	9698
410	6753	9678
411	6769	9661
412	6785	9643
413	6800	9625
414	6810	9601
415	6828	9586
416	6839	9561
417	6860	9552
418	6878	9537
419	6898	9526
420	6921	9519
421	6960	9533
422	6987	9532
423	7003	9514
424	7019	9497
425	7030	9472
426	7042	9450
427	7058	9433
428	7074	9416
429	7092	9401
430	7099	9372
431	7119	9361
432	7139	9348
433	7150	9325
434	7161	9302
435	7168	9273
436	7183	9254
437	7199	9237
438	7218	9224
439	7235	9209
440	7257	9199
441	7272	9180
442	7287	9163
443	7301	9143
444	7319	9128
445	7335	9111
446	7352	9095
447	7372	9083
448	7385	9063
449	7397	9041
450	7409	9018
451	7417	8993
452	7425	8966
453	7444	8953
454	7451	8925
455	7485	8930
456	7534	8952
457	7556	8942
458	7574	8927
459	7614	8938
460	7654	8949
461	7666	8927
462	7694	8924
463	7699	8894
464	7709	8870
465	7722	8849
466	7738	8832
467	7754	8815
468	7770	8797
469	7782	8776
470	7790	8750
471	7802	8728
472	7821	8714
473	7835	8694
474	7851	8677
475	7865	8658
476	7874	8634
477	7895	8622
478	7905	8598
479	7923	8583
480	7943	8570
481	7957	8551
482	7973	8534
483	7983	8511
484	8003	8498
485	8022	8484
486	8030	8459
487	8046	8442
488	8065	8428
489	8092	8422
490	8102	8399
491	8114	8378
492	8122	8353
493	8129	8327
494	8145	8310
495	8163	8295
496	8181	8280
497	8196	8262
498	8212	8245
499	8224	8224
500	8236	8203
501	8257	8191
502	8282	8183
503	8295	8164
504	8305	8140
505	8317	8120
506	8329	8099
507	8343	8080
508	8352	8057
509	8363	8035
510	8381	8020
511	8391	7998
512	8404	7978
513	8421	7962
514	8439	7947
515	8453	7929
516	8462	7905
517	8474	7885
518	8492	7871
519	8508	7853
520	8530	7842
521	8544	7824
522	8558	7805
523	8574	7789
524	8589	7771
525	8598	7748
526	8609	7727
527	8626	7711
528	8644	7696
529	8658	7678
530	8679	7666
531	8698	7651
532	8714	7635
533	8727	7615
534	8744	7600
535	8758	7582
536	8768	7560
537	8782	7542
538	8793	7520
539	8802	7498
540	8817	7480
541	8831	7462
542	8848	7447
543	8877	7441
544	8905	7435
545	8922	7419
546	8941	7405
547	8959	7389
548	8972	7370
549	8988	7354
550	9010	7342
551	9023	7323
552	9041	7308
553	9054	7289
554	9070	7272
555	9089	7258
556	9103	7240
557	9115	7220
558	9133	7205
559	9149	7188
560	9166	7172
561	9176	7152
562	9193	7135
563	9213	7122
564	9224	7101
565	9237	7083
566	9248	7062
567	9260	7043
568	9275	7026
569	9287	7006
570	9297	6984
571	9312	6968
572	9324	6948
573	9334	6927
574	9341	6904
575	9352	6884
576	9377	6874
577	9388	6854
578	9407	6840
579	9418	6820
580	9428	6799
581	9447	6785
582	9473	6776
583	9492	6762
584	9509	6745
585	9521	6726
586	9530	6705
587	9547	6689
588	9566	6675
589	9593	6666
590	9612	6652
591	9620	6630
592	9640	6616
593	9647	6593
594	9664	6578
595	9675	6558
596	9686	6538
597	9695	6517
598	9711	6501
599	9728	6485
600	9746	6470
601	9759	6452
602	9771	6433
603	9789	6417
604	9795	6395
605	9806	6376
606	9819	6357
607	9830	6338
608	9840	6318
609	9851	6298
610	9865	6281
611	9883	6266
612	9906	6254
613	9917	6234
614	9935	6219
615	9956	6206
616	9966	6186
617	9984	6171
618	10001	6155
619	10015	6138
620	10034	6124
621	10052	6108
622	10069	6093
623	10087	6078
624	10097	6058
625	10111	6040
626	10123	6022
627	10135	6003
628	10153	5988
629	10171	5973
630	10186	5956
631	10203	5941
632	10211	5920
633	10221	5900
634	10229	5879
635	10244	5863
636	10251	5841
637	10270	5827
638	10283	5809
639	10288	5787
640	10302	5770
641	10317	5753
642	10331	5736
643	10339	5715
644	10357	5700
645	10370	5682
646	10389	5668
647	10400	5649
648	10415	5633
649	10424	5613
650	10442	5598
651	10457	5581
652	10467	5562
653	10477	5543
654	10489	5525
655	10496	5504
656	10505	5484
657	10519	5467
658	10530	5449
659	10545	5432
660	10565	5418
661	10584	5404
662	10602	5389
663	10623	5375
664	10635	5357
665	10650	5341
666	10669	5326
667	10689	5312
668	10700	5294
669	10714	5277
670	10732	5262
671	10742	5243
672	10762	5229
673	10786	5217
674	10799	5199
675	10815	5183
676	10829	5167
677	10846	5151
678	10861	5134
679	10877	5118
680	10895	5103
681	10911	5087
682	10925	5071
683	10938	5053
684	10955	5037
685	10977	5024
686	10989	5006
687	11004	4990
688	11020	4974
689	11031	4956
690	11045	4939
691	11054	4920
692	11072	4905
693	11085	4887
694	11103	4872
695	11114	4854
696	11129	4838
697	11142	4820
698	11162	4806
699	11188	4794
700	11203	4778
701	11212	4759
702	11221	4740
703	11234	4723
704	11246	4705
705	11261	4689
706	11273	4672
707	11292	4657
708	11308	4641
709	11325	4625
710	11342	4610
711	11360	4595
712	11373	4578
713	11397	4565
714	11413	4549
715	11432	4534
716	11443	4516
717	11459	4500
718	11472	4483
719	11490	4468
720	11505	4452
721	11520	4435
722	11536	4419
723	11550	4403
724	11564	4386
725	11572	4367
726	11592	4353
727	11602	4334
728	11618	4319
729	11634	4303
730	11650	4287
731	11668	4272
732	11680	4254
733	11692	4237
734	11706	4220
735	11722	4204
736	11739	4189
737	11749	4171
738	11767	4155
739	11782	4139
740	11796	4123
741	11809	4106
742	11828	4091
743	11845	4075
744	11857	4058
745	11874	4043
746	11897	4029
747	11910	4012
748	11936	4000
749	11960	3986
750	11973	3970
751	11984	3952
752	12006	3938
753	12032	3925
754	12047	3909
755	12066	3894
756	12075	3876
757	12092	3860
758	12111	3845
759	12128	3829
760	12147	3814
761	12164	3799
762	12184	3784
763	12197	3767
764	12216	3752
765	12230	3736
766	12254	3722
767	12271	3707
768	12281	3689
769	12297	3673
770	12315	3658
771	12333	3642
772	12348	3626
773	12362	3609
774	12375	3592
775	12391	3576
776	12404	3560
777	12422	3544
778	12437	3528
779	12452	3512
780	12471	3497
781	12487	3481
782	12513	3468
783	12524	3450
784	12534	3432
785	12555	3418
786	12571	3402
787	12585	3386
788	12607	3371
789	12623	3355
790	12636	3338
791	12652	3322
792	12681	3310
793	12691	3292
794	12710	3277
795	12730	3262
796	12759	3249
797	12784	3236
798	12797	3219
799	12817	3204
800	12830	3187
801	12845	3171
802	12863	3155
803	12879	3139
804	12895	3123
805	12916	3108
806	12933	3093
807	12940	3074
808	12954	3058
809	12970	3042
810	12990	3027
811	13001	3010
812	13021	2994
813	13033	2978
814	13046	2961
815	13059	2944
816	13073	2928
817	13085	2911
818	13092	2893
819	13106	2876
820	13121	2860
821	13136	2844
822	13152	2828
823	13166	2812
824	13173	2794
825	13196	2779
826	13214	2764
827	13225	2747
828	13246	2732
829	13280	2720
830	13289	2702
831	13306	2686
832	13335	2673
833	13367	2660
834	13381	2644
835	13390	2626
836	13403	2610
837	13414	2593
838	13426	2576
839	13445	2561
840	13460	2544
841	13469	2527
842	13476	2509
843	13496	2494
844	13513	2478
845	13527	2462
846	13543	2446
847	13569	2432
848	13584	2416
849	13607	2401
850	13628	2386
851	13659	2372
852	13685	2358
853	13747	2350
854	13764	2334
855	13775	2317
856	13792	2301
857	13814	2286
858	13833	2270
859	13846	2254
860	13858	2237
861	13872	2220
862	13884	2204
863	13904	2188
864	13910	2171
865	13917	2153
866	13923	2135
867	13932	2118
868	13937	2101
869	13942	2083
870	13946	2065
871	13951	2047
872	13956	2030
873	13960	2012
874	13967	1995
875	13971	1977
876	13976	1960
877	13982	1942
878	13986	1925
879	13991	1907
880	13996	1890
881	14000	1873
882	14004	1855
883	14008	1838
884	14014	1821
885	14018	1803
886	14025	1786
887	14032	1769
888	14038	1752
889	14044	1735
890	14049	1718
891	14054	1701
892	14058	1684
893	14062	1667
894	14066	1650
895	14070	1633
896	14074	1616
897	14078	1599
898	14083	1582
899	14087	1565
900	14092	1548
901	14096	1531
902	14101	1514
903	14105	1497
904	14112	1481
905	14118	1464
906	14123	1448
907	14128	1431
908	14132	1414
909	14137	1398
910	14144	1381
911	14148	1365
912	14153	1348
913	14157	1332
914	14161	1315
915	14165	1299
916	14170	1282
917	14177	1266
918	14182	1250
919	14186	1233
920	14192	1217
921	14196	1200
922	14200	1184
923	14204	1168
924	14208	1152
925	14212	1135
926	14216	1119
927	14219	1103
928	14224	1087
929	14227	1070
930	14231	1054
931	14235	1038
932	14239	1022
933	14243	1006
934	14247	990
935	14251	974
936	14255	958
937	14258	942
938	14261	926
939	14265	910
940	14271	894
941	14274	878
942	14278	863
943	14281	847
944	14285	831
945	14289	815
946	14292	799
947	14296	784
948	14300	768
949	14304	752
950	14307	737
951	14311	721
952	14314	705
953	14318	690
954	14322	674
955	14325	659
956	14328	643
957	14332	628
958	14335	612
959	14338	597
960	14342	582
961	14345	566
962	14349	551
963	14353	536
964	14356	520
965	14360	505
966	14364	490
967	14367	474
968	14371	459
969	14374	444
970	14378	429
971	14381	414
972	14385	399
973	14388	384
974	14392	369
975	14396	354
976	14399	338
977	14403	324
978	14407	309
979	14412	294
980	14416	279
981	14420	264
982	14424	249
983	14429	234
984	14433	219
985	14438	205
986	14442	190
987	14445	175
988	14449	160
989	14452	145
990	14456	131
991	14462	116
992	14466	101
993	14470	87
994	14473	72
995	14478	58
996	14482	43
997	14486	29
998	14491	14
999	14495	0
